customer_id,signup_date,region,channel,annual_spend_usd,avg_basket_items,visit_freq_month,discount_rate_pct,return_rate_pct,loyalty_score,satisfaction_score,avg_order_value_usd
C0212,2023-04-25,West,Web,"$4,391.55",19.210041769799293,8.35,4.4,1.4%,79.19827612036323,86.64352351396445,$108.98
C0213,2024-04-08,South,Store,"$1,175.90",5.77879115718689,3.81,26.9%,14.9,28.841528232557465,66.68502050695248,$56.42
C0214,"Dec 11, 2024",East,App,"$1,547.27",6.661871991561306,3.41,22.8,12.5%,56.19053665431998,55.908754838318785,$130.92
C0215,2023/06/02,West,Store,"$1,114.83",7.254330040879631,3.09,27.9%,11.0,63.81332917347025,69.31900511418546,$81.39
C0216,28/10/2024,South,Web,"$1,215.49",8.498865814742159,4.22,25.6%,11.7,48.426157460503646,58.56279496391333,$94.37
C0217,07/11/2024,East,App,$451.95,3.887115583998174,3.46,20.1%,6.4,48.92138642046324,63.407584368451836,52.42 $
C0218,"Apr 18, 2023",East,Web,$586.19,3.2258935109685325,2.5,16.5%,8.8,29.359653139575297,56.306826974822904,37.72 $
C0219,02-10-2023,West,App,$866.04,3.473481281258007,2.79,20.5%,14.1%,68.3586597157796,59.86510729824894,70.33 $
C0220,2024-12-11,North,Store,"$1,002.99",5.86010299355806,2.42,29.1%,8.2,59.97322599899965,66.89075605962284,USD 97
C0221,01/11/2024,East,Web,USD 764,4.143861425832153,,10.6,5.1,51.405523435149846,60.967057649486215,$74.82
C0222,"Jul 13, 2023",West,App,"$4,673.56",18.237359548597556,7.02,3.9,0.0,87.89234985141572,86.02546606953487,USD 154
C0223,2023-04-30,North,App,766.40 $,5.5805441187533384,4.12,20.8,9.3,42.4590038951604,60.172327445085784,$44.58
C0224,2024-10-13,West,App,"$2,409.79",13.330710909643033,7.42,7.8%,7.5%,82.7947667381592,94.12390780814921,$93.29
C0225,2024-05-17,South,App,$753.17,3.8083533658621898,3.08,22.9%,5.3,46.19398453641828,62.058040207803465,$64.33
C0226,10-22-2024,East,Store,"1,177.35 $",10.511267637617255,0.55,25.1%,13.6,39.58976440951221,61.967589386663974,$522.68
C0227,"Mar 30, 2023",East,App,668.26 $,3.9292156922104264,3.01,12.9,3.1%,40.31532348803481,52.36676886268353,USD 52
C0228,2023-01-18,West,App,764.93 $,7.411120275224798,1.90,14.6,9.4,44.44695494515024,59.29432931408891,$122.28
C0229,2024-02-27,South,App,USD 567,, 2.9 ,21.7%,8.1,61.14897997223563,56.418111149618255,USD 42
C0230,08/01/2023,East,App,,5.269824499325954, 4.3 ,16.1,9.8,46.81092422368778,68.15958893071776,26.97 $
C0231,2023-07-06,South,Web,USD 568,6.886865432808905,,20.6,5.7,41.49969465173592,60.92974217523848,$67.64
C0232,2023-08-27,South,App,"$1,528.90",5.741011309471508,2.68,21.9,11.6,68.90337356568507,68.52532437792274,USD 147
C0233,2024-12-17,North,Store,"USD 1,625",8.197843251272975,6.9,2.0,6.6%,86.3138866052904,75.44880200117657,20.00 $
C0234,10/11/2024,South,Web,"$4,112.49",19.254974612171683, 9.4 ,11.9,4.7,78.30787732285084,88.53757044296995,$91.41
C0235,2023-09-19,East,App,"USD 4,582",16.559714461547305,10.33,2.4,0.6,81.39642514329293,86.45737995512681,98.66 $
C0236,07-31-2024,South,Store,"$5,022.31",18.509479807591685,8.21,9.3%,5.8,87.84395126675629,83.95823678122055,USD 161
C0237,27-Oct-2024,North,App,"$1,048.09",10.542265706014733,2.29,30.3,10.8,59.46852905938788,51.89162655603374,$88.24
C0238,10-10-2023,South,Web,"$3,148.47",14.348939135811177,10.13,2.8,2.7,98.80059069873894,93.48683229771295,USD 84
C0239,12-13-2024,East,Web,"$5,187.06",19.281964416874196,10.86,0.0%,1.3%,82.5360461793594,100.0,$131.07
C0240,09-18-2024,East,App,$533.14,2.8295916476546408,2.45,24.4,4.3,27.439240305238027,64.14913075972999,USD 82
C0241,15/03/2024,North,Store,$707.72,2.0065539378254966,2.65,16.4,6.3%,35.94079717064214,67.73139323064188,92.38 $
C0242,13/08/2023,East,Store,"USD 2,492",11.683800062996008,7.32,6.2,6.9%,78.53546618004783,82.90450476076849,USD 99
C0243,29/06/2023,North,Web,$833.86,5.7676767512027345,3.22,15.9,9.0,56.470240503770356,51.46129112161351,$84.45
C0244,2023-09-11,East,App,"$1,283.59",5.873661106122794, 3.7 ,22.3%,9.4,48.48808834131077,66.99829199315752,$99.34
C0245,10-14-2024,East,Web,$429.79,4.6537345693407755,1.97,27.8%,9.8%,35.59637865437759,62.90946433297488,$62.79
C0246,2023-05-20,East,App,$668.13,4.521547869836755,2.69,17.8,8.5%,42.28211113549833,64.63961893109452,USD 67
C0247,16/09/2023,North,App,"$2,182.91",9.812059313324925,6.73,10.6,3.5,80.12418191745343,100.0,$96.70
C0248,"Dec 01, 2024",North,App,USD 615,3.25681603000399,4.34,17.6%,8.0,38.7816742341768,69.34262336957383,$29.63
C0249,"May 06, 2024",South,App,"USD 1,029",7.611568641921221,2.96,27.7%,8.4,60.72480409435618,65.70097511385023,110.54 $
C0250,09/08/2024,North,App,"$1,329.92",11.307851854547089, 1.5 ,32.3,10.9,48.41923013022609,75.46758378508773,$236.04
C0251,13/03/2023,West,Web,"$1,017.45",7.986539091542365,1.64,33.9%,15.3,56.67270153826947,68.2064641645488,$155.16
C0252,"Dec 04, 2023",North,Store,574.83 $,5.727611053145166,2.67,15.7,5.4,38.87734636603031,61.435671965702326,$64.68
C0253,20/07/2024,West,Store,"$1,804.70",10.883742091399808,6.53,9.8%,7.7,59.74246849697406,82.91445632556318,43.62 $
C0254,"Jul 12, 2023",West,Store,USD 962,8.740432179706655,1.65,23.3%,8.7,51.00257760599715,62.80572324695533,USD 162
C0255,09-29-2024,South,Store,$690.86,4.571668103992588,3.77,14.9%,6.8,41.66179794196047,77.11224809113702,USD 40
C0256,2024-12-06,West,Web,"USD 2,172",,6.84,13.9%,2.8%,78.60715479008762,82.80294755547965,USD 93
C0257,17/12/2023,South,App,$628.76,8.0466263557248,2.13,25.4%,7.1,29.67474838213799,62.910767784210215,USD 46
C0258,2023-10-17,North,Store,USD 679,3.6598385791342025,4.65,14.7%,6.1%,31.441731859894183,61.113735782130156,$37.39
C0259,2023-12-10,South,App,778.32 $,6.33966624213324,2.68,16.8,5.4%,36.568284817351234,66.78562454948143,USD 72
C0260,2023-06-03,West,Web,"$2,569.94",14.028887386513457,6.88,14.3%,2.4%,76.86128109864609,81.60332798168633,$104.26
C0261,02-28-2023,North,Store,"$2,573.08",11.302583959214713,4.99,10.1,6.5%,69.79213907757273,92.14146798786786,$144.30
C0262,2023-11-06,North,Web,"3,654.43 $",18.344940365524465,7.67,0.3,4.3%,77.8864368930794,100.0,$127.84
C0263,29/09/2023,West,App,"USD 2,274",11.216300320321434,7.08,10.5,7.4%,89.41564052624865,86.29873678730306,$107.86
C0264,"Jun 08, 2024",South,App,629.65 $,4.734769413950552,2.17,15.3,6.3%,50.312100208812105,47.77344544989117,66.20 $
C0265,"Apr 25, 2023",East,Store,"$4,709.70",16.881702229812976,7.98,0.8%,6.5,72.85747731967882,88.21160472976298,USD 166
C0266,07-16-2024,East,Store,439.72 $,6.832815515343095,5.73,12.7%,6.0,49.34422421832073,58.476657907404956,31.44 $
C0267,29/04/2023,West,Web,518.93 $,5.023312954933799,3.54,22.7,5.9,34.92032720245978,59.05384517866739,27.58 $
C0268,"Mar 21, 2023",South,Web,"USD 4,139",17.257017199339963,9.11,4.8%,2.2,95.81959818235136,89.7319254095726,112.36 $
C0269,11-05-2024,North,App,"$1,170.05",8.037066742970092,0.79,31.5,12.3,51.212053764252275,62.250884946913104,USD 383
C0270,2024-11-21,West,Store,,,6.45,7.3,5.0,73.04380374928152,82.25009545880124,$107.19
C0271,26/08/2023,North,Web,$606.69,2.83469332853599,1.43,18.0,4.9%,30.885386293499685,68.57349811133052,$120.22
C0272,2024-05-07,West,Store,"$2,316.86",10.032175950998317, 7.4 ,3.5%,4.5,78.1935441028397,76.09153940661439,91.05 $
C0273,03/06/2023,South,App,"$2,907.34",10.906705195636887,6.12,6.9,2.6%,81.15886002248371,73.97232254543356,USD 138
C0274,2023-02-15,South,App,"$4,767.06",20.906387901259638,9.3,12.7%,2.4%,81.94060785872162,97.01198710331931,$89.88
C0275,"Jun 13, 2023",North,Web,"USD 2,193",11.146065760216421,6.61,15.6,5.7,80.00914118815257,82.45617981087878,$64.02
C0276,03/09/2024,West,Store,$704.32,4.998136902414951,1.34,20.5,4.2,40.33965758950883,49.49730612995269,USD 117
C0277,2024-08-22,East,Store,"$4,418.44",15.756712877005489,9.56,0.0%,1.9,61.45068917458424,87.80152736177853,$104.43
C0278,12-10-2024,West,Store,"$1,604.31",4.978159054982322,2.25,19.1%,15.6,70.86413126894337,71.16491421657119,$202.51
C0279,2024-09-14,West,Web,USD 677,6.983389548659684,3.80,17.6,5.2%,68.72395563722901,63.89529256406094,$55.44
C0280,2024-09-03,East,Web,USD 627,3.534961806203733,4.29,18.0,7.3,49.60587958461821,57.10561438672487,USD 42
C0281,2024-02-17,North,App,"$1,952.10",9.45010810533186,7.24,7.9,4.6%,89.4180566633936,76.11744565583159,USD 97
C0282,2023-01-08,North,Store,USD 765,5.775409838158964,1.68,17.7%,4.5,47.64488631479067,58.69940740604588,USD 107
C0283,2024-06-16,South,Web,"USD 1,365",,2.82,17.3,10.1,53.907480239780796,79.55672002231223,95.82 $
C0284,2023-12-12,East,Web,"USD 1,374",5.955116567274464,2.58,20.6,15.4%,54.59683091669901,68.88405240349405,$186.93
C0285,2024-08-19,North,App,$493.03,7.838733587716327,2.81,14.5,5.9,44.51200931850142,69.04375760345266,$58.28
C0286,2024-03-06,North,App,"USD 3,591",14.859692021970908,,7.4%,3.3,90.88611986303037,94.4342917080485,USD 73
C0287,2023-09-08,West,Store,"$2,795.17",17.90817803139625,8.77,6.8,4.3,78.97928877212374,100.0,$85.74
C0288,2024-10-10,West,Web,"$3,841.03",15.955087247081824,9.18,10.0,5.3%,68.3123261737788,100.0,$95.70
C0289,2024-02-26,West,Web,"$1,093.57",7.622751887491645,0.72,31.6,10.9%,60.768432403877405,69.03743399443591,370.92 $
C0290,03/01/2024,North,Store,,4.083374509826127,2.62,27.0,13.8,58.61374255240985,83.00268820866543,$151.89
C0291,2023-07-16,East,Web,503.94 $,4.8557436969491565,3.2,20.2,6.4,42.20093404323603,62.34658274652373,$30.08
C0292,"Feb 26, 2023",South,Web,,6.233511337285989,2.78,17.4,7.1%,43.63621324705971,83.99257536912924,USD 61
C0293,"Mar 23, 2023",West,App,622.70 $,6.7425194574146605,2.94,23.6,4.8,43.988904684721575,60.70239663396533,37.86 $
C0294,2024-11-12,South,Store,"USD 2,762",18.290453637996393,8.83,4.5,1.9,97.51743025009209,84.07607690192681,$111.91
C0295,2023-02-09,East,Store,"$1,253.07",8.069527825898572,3.75,24.4%,11.0,83.04966411926074,74.43702116635802,$101.44
C0296,2024-11-25,North,Web,"$3,855.08",14.06085492711175,9.86,0.0%,4.3,68.25169426175164,86.67953442040192,$97.37
C0297,2023-01-27,West,Web,"$2,040.67",11.220653847441312,5.24,8.8%,6.7%,92.00829767917106,97.23280530414272,$105.65
C0298,2023-12-21,North,Store,"$1,466.22",7.475848222647486,3.95,25.0,11.6,42.80224711197932,65.0532926186154,$117.59
C0299,"Oct 23, 2023",East,Store,$646.18,6.6393246056639255, 2.2 ,20.4,7.4%,56.57530063155638,71.76116373497567,$64.69
C0300,"Feb 09, 2023",East,App,USD 743,,1.62,12.1,3.4,52.206981981429024,56.62773485713901,USD 102
C0301,11-10-2024,South,App,USD 695,3.698902578975008,1.30,19.6,9.5%,41.438980530834726,60.09716023140226,$69.09
C0302,"Sep 04, 2024",East,Web,USD 893,6.899433238263948, 1.9 ,30.8,16.3%,49.94821458195311,69.08909342507093,109.47 $
C0303,20/04/2024,North,Store,"USD 1,662",7.7479747599007505,2.07,30.3,12.5%,66.15145537831955,64.13882346660306,$203.17
C0304,06-25-2024,West,Store,"$2,822.10",10.982295398563581,,6.7%,9.7%,89.98026946198675,92.26463873716166,$130.53
C0305,05/01/2024,West,App,"$2,321.67",8.141854067084472,,13.7,0.0,68.99605237816483,83.27115454552333,$101.76
C0306,2024-12-10,South,Web,"$1,512.08",2.974643241341467,2.91,21.2,10.5,57.22608315397283,79.24311299561583,USD 111
C0307,2024-09-13,West,Web,"$4,134.24",17.016181876138376,9.56,9.5%,3.3,66.83974939145851,88.53784785635472,$108.50
C0308,2023-01-06,West,Store,"$2,674.86",11.41308100660445,5.59,12.5,4.3,65.03311404173856,82.06096609941928,$93.24
C0309,07-23-2023,North,Store,"$3,270.74",,9.38,0.4%,2.4,85.45359700168736,88.85135023810113,$94.81
C0310,"Nov 14, 2023",West,Web,$549.79,6.980360193575407,3.93,17.8,8.5,52.10734721113032,54.47067265344065,$65.26
C0311,2024-04-21,East,Store,"$1,698.55",13.557091427422455, 7.1 ,9.5%,0.0,76.96016348450793,81.89279263762045,USD 53
C0312,07-27-2023,South,App,"USD 1,201",7.735580768326251,0.59,23.5,12.0,49.06774442495097,68.27356918259666,$508.73
C0313,"Feb 22, 2024",North,Store,"$1,450.19",4.6835270373437385,2.1,34.9,11.2,73.40961415332023,70.47423135166424,$167.78
C0314,20/03/2023,North,Store,566.39 $,3.1118614137765124,3.51,21.3,7.7%,29.769801521179872,64.82823413778799,$41.84
C0315,04-11-2024,North,Web,"USD 2,604",,,19.0,4.1,66.40843448659885,77.54503591630528,$85.58
C0316,06-20-2024,East,Store,"$5,606.94",15.922994707741323,9.91,1.6,1.6%,70.42608384906512,89.55698331408539,USD 166
C0317,2024-06-29,West,App,"$1,236.29",9.044870329057018,4.24,24.5,12.5,57.464022675131524,63.47817876291086,49.33 $
C0318,2023-09-07,North,Web,"USD 1,360",7.237267626644794,3.78,24.9,9.5%,46.18888392752592,70.76802899750469,$79.10
C0319,2023-02-27,East,Store,751.24 $,5.307491648045437,3.64,11.7,3.2%,46.62548510162395,63.467728281226556,$47.69
C0320,2023-01-29,North,Store,$755.81,3.543752422658997,2.87,22.7,4.0%,46.44229330382323,61.1987941940198,$78.27
C0321,2023/12/05,North,App,515.17 $,6.855314906605505,2.94,15.5,7.8%,51.399047763576895,69.11759437793924,USD 65
C0322,2023-04-08,East,Store,$632.22,5.504343830396215,3.36,19.5%,6.2,40.81499503828676,61.49801231908487,$27.39
C0323,2023-04-27,West,Store,"$3,958.51",17.156927004717883, 8.5 ,0.0,2.2%,100.0,89.27297016315661,$103.32
C0324,"Aug 11, 2024",West,App,USD 534,2.3410812504768193,1.28,19.9,6.3%,45.3706624516078,66.83834825171182,USD 95
C0325,09-18-2024,North,Web,"USD 2,027",9.72433700571501, 7.5 ,13.2,2.0,74.79261754544474,84.827242138937,USD 52
C0326,"Mar 18, 2024",East,Store,$563.48,4.425444125336725,1.15,10.1%,4.3,56.81235061625421,66.03818381420878,USD 131
C0327,03-18-2023,South,Store,"1,309.31 $",7.4491198587237495,0.97,24.8%,10.5,71.05335207728241,64.14066072447355,USD 320
C0328,06-06-2023,North,Store,$699.71,3.344104196281953,4.88,17.6,6.3%,42.526300839116246,61.60881498727568,36.10 $
C0329,20/10/2024,West,Store,$355.59,2.922990332945293,2.62,17.4%,8.9,50.435665244453745,61.935592641246444,$20.00
C0330,23/05/2024,North,Web,USD 875,2.453650059176442,4.72,17.5,4.3%,46.23529791038607,62.80118905204348,$40.01
C0331,2023-06-23,South,App,USD 461,5.1455399831376205,1.63,19.0%,5.2,54.50797027607642,56.45426700666154,43.27 $
C0332,06/04/2023,East,App,"$2,220.04",,1.86,34.9,13.3%,70.53147769204492,70.00586623901867,USD 307
C0333,2024-01-29,West,App,"$4,338.93",15.29211020367848,9.6,0.0%,0.0,86.04214792677182,90.25458585928547,$148.75
C0334,2024-05-06,North,App,USD 397,8.90152351821143,0.5,24.4,5.1,25.755576180623365,57.23782256951986,$339.60
C0335,16/03/2024,East,App,"$2,418.92",10.756550765810667,7.28,12.4,2.8%,68.80382184731491,83.26901026845479,USD 77
C0336,"Apr 23, 2024",West,App,"4,180.36 $",15.346267089775768,9.41,5.5,2.2%,70.68654374313279,96.83234382816941,$90.95
C0337,09/06/2023,West,App,,5.818129714767179,1.83,20.9%,13.8,51.611990964059245,63.69902817774371,$141.53
C0338,"Jan 05, 2023",North,App,USD 699,2.9944970587671023,2.92,20.2%,2.9%,39.84268996289392,66.01004697251628,USD 79
C0339,2023-04-19,West,App,"$4,979.09",16.087058390395153,9.23,0.0%,5.1,90.56884543307821,98.9766076303208,$113.34
C0340,2024-01-09,North,App,"$3,159.86",14.485730031522579,9.01,0.1,2.6,79.0796079329829,91.06373809252906,USD 100
C0341,2024-06-17,South,App,$562.63,5.85753688830988, 2.5 ,13.4,3.1%,42.55757136847173,62.53748785789821,$84.46
C0342,2024-06-14,West,App,USD 893,6.550121639206704,4.68,25.7,9.9,46.19257657927556,82.56662302034744,69.70 $
C0343,09/03/2024,East,App,$315.35,4.448055980625608,4.42,8.7,7.9,49.94305704304009,72.19207545992921,$20.00
C0344,2024-07-07,North,App,USD 642,6.035132598802462,2.58,16.7,4.6,45.231982705840345,61.59143294521822,$55.15
C0345,"Dec 28, 2023",North,Store,"USD 2,331",12.839709187953474,5.52,7.2,3.7,86.8216064402565,95.08001208996635,$109.39
C0346,2024-05-30,East,Store,"1,371.12 $",6.351563476190199,2.57,23.6%,14.0,53.03654152451205,56.56550113749961,$131.08
C0347,02/02/2023,North,Store,"2,937.53 $",11.783950930300506,6.26,5.9,2.9%,98.55957704115943,90.90643750566737,USD 95
C0348,2024-10-08,West,Store,"USD 1,308",,3.06,22.9,10.3,67.65764665566827,69.94885885613064,USD 101
C0349,"Aug 12, 2024",East,Web,$629.40,3.8050623270422186,1.80,21.5%,3.5,65.18067772667197,53.749590122214485,74.32 $
C0350,07-06-2024,North,Web,"$1,310.73",2.428252835626834, 2.4 ,18.5,10.9%,66.25710898410983,73.39633224436781,141.32 $
C0351,09-20-2024,North,Web,USD 555,4.330054872482287,4.19,20.1%,8.4,48.8710940931861,64.59073004015214,$49.41
C0352,11-04-2024,North,App,"USD 4,639",16.175564104149498,8.59,0.7,3.4%,80.8353910717802,80.74576340645072,$147.58
C0353,2024-01-27,West,Store,"USD 2,811",11.339519533137121,5.46,6.8,3.6%,100.0,85.55610614727954,$160.06
C0354,10-30-2023,South,Store,"2,852.29 $",12.352078833327754, 5.8 ,7.3,5.0%,62.06923875326787,83.71949209613985,USD 96
C0355,19/01/2024,West,Web,$673.32,5.655795296944554,2.80,15.5,4.3,38.81673108034559,58.92824192816072,USD 50
C0356,2023-01-25,East,Store,"USD 1,709",12.118745481117239,5.73,2.4,2.1%,74.39370014888078,82.3228484825936,$78.34
C0357,02-Nov-2024,West,Web,"USD 3,086",11.254063762701364,6.16,0.0,3.4%,84.3256518856146,76.48134493077887,$94.18
C0358,2023-05-13,South,Web,"$1,302.84",9.671959721718622,1.99,31.5,9.5,55.48460144634871,75.48535420722997,$157.20
C0359,03/11/2024,South,Web,"$1,980.70",10.021696439019564,5.34,7.8,6.9%,75.38847902504433,85.57318494553904,USD 124
C0360,30/07/2023,North,App,$545.08,6.869619050183623,3.89,27.2%,10.1,29.92760067884814,67.31436328470402,USD 77
C0361,"Jan 24, 2024",East,Store,"USD 3,334",18.960700239690436,8.00,5.8,2.4,92.76291313827318,87.05655951957333,USD 96
C0362,"Jan 31, 2023",West,App,,3.889967843412192,4.5,20.4,8.5,52.94321499714761,51.074016811947736,USD 20
C0363,17/01/2023,South,Web,"$3,901.74",15.592186251434944,8.45,6.4,4.8%,85.13140914797505,74.70417803729407,$127.42
C0364,2023-03-20,East,Web,"$3,219.50",14.720665607299647,10.25,2.2%,5.4%,85.50284539873526,96.15311209406471,USD 60
C0365,"Mar 24, 2023",East,App,"$2,883.43",14.712899704361046,9.47,12.0,3.4,71.42620739340049,82.78515554950228,79.67 $
C0366,2024-01-14,South,Store,"1,743.35 $",6.491953364332856,4.61,23.7,10.1%,72.3982167588959,60.659523924539094,$83.44
C0367,"Apr 12, 2023",East,Store,USD 748,6.224079269240057,2.58,21.0%,8.3,53.43367237123092,56.14268972257863,$91.67
C0368,2023-07-04,West,App,"2,421.13 $",12.612261095400843,7.88,3.9,2.9,76.63428011889849,80.56651064361105,USD 84
C0369,2023-06-22,South,Store,"2,245.58 $",16.45504632889176,5.32,9.0,7.1,86.28881187032209,89.62802434170816,USD 131
C0370,07-28-2023,North,Web,"$1,572.35",9.828859927991132,1.24,25.8%,12.1%,67.57915372068116,59.63062569261431,$336.64
C0371,09-12-2024,East,App,"USD 2,535",13.634984680623747,5.52,12.8%,3.5,71.49431167057519,91.057367879341,$96.38
C0372,"Jun 25, 2024",North,App,"1,032.44 $",8.263878427900877,4.71,30.3%,10.2%,61.73055563390826,66.09559676926837,$41.99
C0373,2024-11-12,East,Store,$690.95,3.2839912693061577,4.66,16.7%,2.8,36.63449228313097,62.9449897552547,USD 20
C0374,15/09/2024,West,App,"$2,846.08",11.294158459911541,6.23,14.4,2.1%,76.29332642751447,88.03712829442503,USD 121
C0375,2023-06-07,North,Store,"USD 1,173",6.934065236920301,1.6,27.6,9.6%,45.99210814347669,67.7201971238868,USD 162
C0376,2024-09-21,North,Store,"$2,639.01",12.236051212596358,6.99,3.1%,1.7,81.00085854784479,76.1905697339192,$80.17
C0377,2023-01-26,North,App,$426.05,4.993637353623367,,19.6%,9.0%,40.041447832702445,70.76510252738184,USD 71
C0378,2023-09-28,West,App,"$4,950.25",13.256626275763779,8.28,9.8,0.4%,90.76870677340855,93.67881931080784,$174.43
C0379,03-23-2023,North,Store,"1,290.48 $",9.653559692812962,1.84,25.5,12.7%,74.49188117012534,69.61089096186798,$174.56
C0380,2024-06-02,South,Web,"3,656.43 $",,8.69,9.9,1.2,79.28100725589869,91.2100963433554,USD 105
C0381,2024-03-06,West,Store,"2,108.78 $",11.01346528028833,5.63,18.7,4.5,89.78275463516958,86.08631273290445,USD 98
C0382,2024-09-14,East,Store,"$2,804.49",17.696278291376164, 8.2 ,10.8,1.1,89.2345429914595,90.00128780990832,$73.33
C0383,"Apr 17, 2024",South,Web,"$4,314.04",, 9.0 ,4.8%,0.0,100.0,94.61921861205673,93.76 $
C0384,21/04/2023,South,Web,"USD 1,947",16.166505498467014, 10.6 ,5.6,3.4%,88.57488952384591,93.99850265393134,$44.59
C0385,"Oct 08, 2024",East,App,$672.81,4.305649375336116,1.08,20.4,6.4%,58.33289404100294,62.69821706388419,$156.19
C0386,2023-05-27,North,Web,"$2,516.13",10.111199419082915,5.46,9.5,4.2,81.57285420585069,88.67031108109461,$158.92
C0387,2024-11-24,East,Store,"$2,399.80",11.204602856139129,7.31,6.1,3.8,84.82542095120954,73.83393902498864,63.16 $
C0388,18/04/2024,West,App,"$1,478.52",4.802018336792507,3.88,31.1%,13.2,38.22582022256762,70.2231614164745,$79.38
C0389,07/08/2023,South,App,$552.21,3.4142077175789014,,21.0%,2.7,37.3443384837732,60.12396629882716,USD 46
C0390,"Jul 13, 2023",East,Web,606.71 $,1.4037835381240438,4.01,11.5,8.3,52.597111967363844,49.56153997184932,USD 40
C0391,2023-07-23,West,App,"USD 2,474",9.666069476613357,7.70,3.2%,1.0,85.65738048822153,75.4287082129539,91.19 $
C0392,2023-05-21,West,Web,"USD 1,570",6.857738956750683,3.13,27.1,11.1,51.01643944546943,61.48437985466108,USD 133
C0393,2024-12-08,West,Store,"$2,522.15",10.550694678241467,7.0,16.5,1.1%,94.6608721071367,78.29178811304502,USD 74
C0394,26/09/2023,South,Web,"USD 3,787",18.458804876178913,10.36,8.1,5.2%,91.60757751551157,93.63659213820382,$68.55
C0395,2024-10-10,North,App,"$1,819.44",12.142218948224308,6.42,15.3,5.8%,73.89789455598874,65.14476275347103,41.95 $
C0396,"Jan 12, 2023",West,Store,"$2,407.49",11.994617995857226,6.48,0.0,5.2%,75.49103757444333,73.47579717604249,USD 107
C0397,2024-03-17,West,Web,"$2,520.94",15.634849129733842,9.05,3.3%,4.3%,96.90524403539771,93.36396596727327,USD 71
C0398,2023-11-16,West,Store,"USD 2,787",11.208180355953226,4.4,17.6,3.0%,86.83436937188246,80.53373550389556,USD 180
C0399,2024-10-02,West,App,USD 742,3.9108974864733606,0.5,19.6,4.0,54.86596114166369,64.67608658361726,$734.32
C0400,2023-02-04,West,App,"3,036.40 $",12.64747617795079,6.29,11.5,5.8,76.20226501932036,71.38517000938516,USD 154
C0401,2024-09-28,North,Store,"USD 4,225",15.384793013585341,7.92,6.0,1.6,92.36408558908654,92.89185232589166,173.15 $
C0402,28/06/2023,South,Store,"$3,799.27",19.05194845946635,,6.8,6.8%,91.0600199248892,92.01969427901986,$74.07
C0403,2023-05-26,East,Store,"$1,327.94",5.171982115173505,1.56,31.5%,10.9,52.34557099573475,65.7497629666109,191.03 $
C0404,08/06/2023,South,App,714.78 $,7.655221799949386,1.05,22.2,5.8%,59.048832401149824,57.65584854384758,USD 187
C0405,30/08/2023,West,App,"1,340.39 $",6.8015853481785395,3.08,27.4,9.8%,64.79556422856157,80.0694811101579,USD 118
C0406,29/08/2023,East,App,611.97 $,5.0065658851745605,2.26,19.4%,7.2%,36.3456388888301,60.47196308078625,USD 90
C0407,2023-09-06,West,App,"$2,593.02",10.602360997410806,7.47,13.1%,4.0%,79.74433207769842,87.28769254779901,$98.28
C0408,"Apr 02, 2023",North,Store,"USD 1,202",9.633506778894287, 2.5 ,27.6%,14.8%,68.7983768883424,55.544312017487584,USD 123
C0409,"Jan 26, 2024",North,Store,"USD 1,713",9.938070479583697,5.81,13.2%,5.9,82.41325622151814,84.31677955044638,59.15 $
C0410,2023-12-10,South,App,"$2,668.87",12.158526159356171,6.89,10.3%,4.4%,85.45826500224496,79.90079949884688,USD 113
C0411,31/10/2023,North,App,"$2,244.55",14.858370998501414,8.85,2.3,5.0,73.75796497810695,98.89818672593319,USD 81
C0412,"May 17, 2024",South,Store,$480.83,3.0406846759417805,2.34,18.2,7.5,52.67710381891939,69.95903611528739,$73.01
C0413,"Mar 28, 2023",East,App,"USD 1,564",5.730142524638084,3.58,28.5%,9.4%,63.05200989550007,69.99986245391582,94.40 $
C0414,2023-09-05,South,App,USD 655,6.506061254447507,3.48,15.1%,2.8,44.3425766352021,69.20581478088417,USD 46
C0415,"Jul 07, 2024",South,Store,322.72 $,5.429180792190698,3.51,8.5,4.9%,59.76566688094532,47.51232163825024,$54.00
C0416,2024-11-07,East,Web,660.78 $,5.973158081011299,3.71,25.7,3.9%,28.03614481543335,48.607679935955446,$50.52
C0417,01-07-2023,East,App,"4,574.87 $",17.484484899955405,10.24,8.6%,4.0,82.05727368727297,87.83567874185448,$130.93
C0418,09-19-2024,West,Store,"$1,169.60",8.740273681863075,2.38,30.2,8.7,65.50810534239457,62.148247495499916,USD 148
C0419,2024-07-12,West,Web,"USD 5,363",19.68365093425883,10.81,10.9%,2.4,100.0,81.91531084734474,$119.35
C0420,2023-08-12,East,Web,739.14 $,6.212656675507996,2.96,8.8,4.9,53.91189188867292,67.1602447960604,$46.23
C0421,09/11/2024,North,Web,"$1,049.07",4.396656567549552,4.02,28.4,12.9,56.315611523330084,75.21673732789381,$85.98
C0422,01-29-2023,North,App,"$2,258.57",12.650271496181787,,5.0,6.8%,78.99373112567488,87.98072254046959,114.04 $
C0423,2024-09-21,South,App,"$2,395.92",12.14053382947574,7.47,12.1,4.0,77.03483991272907,82.62967906636597,$86.57
C0424,14/07/2024,East,Store,"$1,209.92",8.799224015567674,2.69,25.4,13.0%,47.92412209489147,89.23677145801936,$100.24
C0425,17/02/2024,North,Store,"USD 2,189",9.563080525642091, 5.6 ,15.3,1.9,95.2751367932311,88.68934554193875,USD 96
